# package	key	where	reason
#
# Every known survivor of tools/mutation-baseline.tsv, one row each. The
# score is a scalar and cannot tell a new survivor from an accidental kill
# that leaves the count the same; this file is the second, structural
# reading scripts/mutation.sh compares against.
#
# key is <file>:<mutator>:<hash16>, where file is the path go-mutesting
# reports (.mutator.originalFilePath, relative to the gate root) and hash16
# is the first 16 hex characters of the SHA-256 of the diff's hunk body
# (the -/+/space lines, header and @@ lines dropped, joined and trimmed).
# The line number is deliberately NOT part of the key: a line moves when
# code above it moves and the mutant does not.
#
# The gate turns red two ways: an escaped mutant with no row here (NEW
# SURVIVOR -- something now escapes that this file does not know about),
# or a row here with no matching escaped mutant (STALE ROW -- a test now
# kills what used to survive, and the row is out of date). Both are
# failures for the same reason a stale exclusion fails the predicate table
# in fs: a list that has drifted from the run is worse than no list.
#
# where is file:line mutator at the time the row was written, for a reader
# only -- the gate never compares it, so it may go stale without harm.
# reason is one sentence, why no test can observe the mutant; a row with an
# empty reason is refused (exit 2), because a survivor nobody read is not
# a survivor anybody can vouch for.
#
# Both packages' rows were captured by running the gate itself at ee9b2bb in
# a scratch worktree, one package each, with an empty list, then matched to
# the classes named in this file's own baseline row and in the commit that
# reads coupling's 193 survivors (97b33f7~1). One row (measure.go:164) is
# not named by either source and was read from the function directly when
# this file was written (C5); it is marked UNREAD in that commit's body
# rather than here, since the gate does not read a fifth column.
./coupling/	coupling/complete.go:branch/if:d1cd8cd095fd4d47	coupling/complete.go:74 branch/if	filepath.Rel fails only on a path WalkDir did not build, which no fixture produces.
./coupling/	coupling/complete.go:branch/if:b76c2eba1c129d8e	coupling/complete.go:111 branch/if	hasGoFiles' os.ReadDir failure returns false, and nil entries from a directory with no Go files reach the same false, so no fixture tells the two apart.
./coupling/	coupling/coupling.go:branch/case:e3b0c44298fc1c14	coupling/coupling.go:0 branch/case	case "data", "control": has an empty body -- the switch exists only to refuse an unknown Kind in its default case -- so go-mutesting cannot attribute a line inside it and no assertion depends on what an empty case does.
./coupling/	coupling/coupling.go:numbers/decrementer:1b1246ca7a4ab487	coupling/coupling.go:146 numbers/decrementer	dead placeholder ints on an error path: parseLineRange and parseBlock both return them alongside a non-nil err, and every caller checks err first and discards the rest, so the placeholder's exact value is never read.
./coupling/	coupling/coupling.go:numbers/decrementer:9ad9d6d1d8d177f7	coupling/coupling.go:146 numbers/decrementer	dead placeholder ints on an error path: parseLineRange and parseBlock both return them alongside a non-nil err, and every caller checks err first and discards the rest, so the placeholder's exact value is never read.
./coupling/	coupling/coupling.go:numbers/decrementer:dac21227e345101d	coupling/coupling.go:149 numbers/decrementer	dead placeholder ints on an error path: parseLineRange and parseBlock both return them alongside a non-nil err, and every caller checks err first and discards the rest, so the placeholder's exact value is never read.
./coupling/	coupling/coupling.go:numbers/decrementer:ecf246afa80bd46c	coupling/coupling.go:149 numbers/decrementer	dead placeholder ints on an error path: parseLineRange and parseBlock both return them alongside a non-nil err, and every caller checks err first and discards the rest, so the placeholder's exact value is never read.
./coupling/	coupling/coupling.go:numbers/decrementer:65584d00483da38b	coupling/coupling.go:152 numbers/decrementer	dead placeholder ints on an error path: parseLineRange and parseBlock both return them alongside a non-nil err, and every caller checks err first and discards the rest, so the placeholder's exact value is never read.
./coupling/	coupling/coupling.go:numbers/decrementer:3764704c14f9538d	coupling/coupling.go:152 numbers/decrementer	dead placeholder ints on an error path: parseLineRange and parseBlock both return them alongside a non-nil err, and every caller checks err first and discards the rest, so the placeholder's exact value is never read.
./coupling/	coupling/coupling.go:numbers/decrementer:d47debd0d57ae14e	coupling/coupling.go:155 numbers/decrementer	dead placeholder ints on an error path: parseLineRange and parseBlock both return them alongside a non-nil err, and every caller checks err first and discards the rest, so the placeholder's exact value is never read.
./coupling/	coupling/coupling.go:numbers/decrementer:347525832185695a	coupling/coupling.go:155 numbers/decrementer	dead placeholder ints on an error path: parseLineRange and parseBlock both return them alongside a non-nil err, and every caller checks err first and discards the rest, so the placeholder's exact value is never read.
